geneName,fullGeneName,Genename,Defline,Description,piDeprived,piReplete,log2FC,pvalue
Cre09.g388200,Cre09.g388200.t1.2,RPL10,"Ribosomal protein L10, component of cytosolic 80S ribosome and 60S large subunit","Cytosolic 80S ribosomal protein L10; Cytosolic 60S large ribosomal subunit protein L10",26079,28156,-0.11055384069938,2.43070748821052e-19
Cre09.g388400,Cre09.g388400.t1.1,RAT1,"chloroplast tscA maturation factor","thylakoid membrane protein necessary for 3' end maturation of tscA mRNA, hence for psaA trans-splicing of exons 1 and 2 (PMID: 16115062); has homologues of unknown function in a broad range of organisms; reported similarity to NAD+ binding domain of PARP is dubious",186,126,0.561878887608115,0.000266435589874936
Cre09.g388450,Cre09.g388450.t1.2,ELG29,"exostosin-like glycosyltransferase","seems to belong to the family of exostosin-like glycosyltransferases",42,35,0.263034405833794,0.181015898869831
Cre09.g388500,Cre09.g388500.t1.1,,"","",65,108,-0.732519689135014,0.000669114505385142
Cre09.g388550,Cre09.g388550.t1.1,MRPL21,"mitochondrial ribosomal protein L21","Putative mitochondrial ribosomal protein L21, imported to mitochondria",69,97,-0.491388385408959,0.0178995078595293
Cre09.g388650,Cre09.g388650.t1.2,CYG29,"guanylate cyclase","C-terminal domain similar to guanylyl cyclase beta-3 [Apis mellifera]",48,43,0.158697746019058,0.264801047738123
Cre09.g388700,Cre09.g388700.t1.2,,"","",34,24,0.502500340529183,0.0740029003801029
Cre09.g388750,Cre09.g388750.t1.1,TEF21,"phosphoinositide phosphatase","Putative phosphoinositide phosphatase, mitochondrial localization assumed; present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018]",255,116,1.13637244173129,9.34807786734382e-14
Cre09.g388800,Cre09.g388800.t1.1,GDH1,"glutamate dehydrogenase","glutamate dehydrogenase (EC 1.4.1.2); predicted by Target-P and iPSORT to be mitochondrial",324,171,0.921997487998727,1.49213974509621e-12
Cre09.g388850,Cre09.g388850.t1.1,ACA1,"calmodulin binding calcium-transporting ATPase","Related to plant potential calcium-transporting ATPase 9, plasma membrane-type (Ca(2+)-ATPase isoform 9); found in the flagellar proteome [PMID: 15998802]",1349,880,0.616314919423608,0
Cre09.g389000,Cre09.g389000.t1.2,,"","",149,184,-0.304393435594851,0.0311367196286391
Cre09.g389050,Cre09.g389050.t1.2,,"","",33,26,0.343954401217361,0.148797604142214
Cre09.g389089,Cre09.g389089.t1.1,CNX5,"molybdopterin cofactor sulfurase family protein","pfam03473, MOSC domain; COG3217",145,83,0.80486965866801,1.34631882123815e-05
Cre09.g389100,Cre09.g389100.t1.1,,"","",121,74,0.709409871645645,0.00027658384350171
Cre09.g389150,Cre09.g389150.t1.1,FAP93,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",679,400,0.763411574470007,0
Cre09.g389200,Cre09.g389200.t1.2,,"","",22,23,-0.0641303374197156,0.5
Cre09.g389250,Cre09.g389250.t1.1,,"","",32,22,0.540568381362703,0.0668371176820526
Cre09.g389300,Cre09.g389300.t1.2,,"","",123,133,-0.11276793016195,0.286930688297277
Cre09.g389450,Cre09.g389450.t1.1,,"","",41,51,-0.314873337353412,0.174070645159603
Cre09.g389500,Cre09.g389500.t1.2,_,"Chlamydomonas specific family protein","_",42,33,0.347923303420307,0.124022870946264
Cre09.g389550,Cre09.g389550.t1.2,DNJ13,"DnaJ-like protein","DnaJ-like protein; probably cytosolic, since homologs in Arabidopsis (Q9LH49 and Q9FL54) are predicted to be cytosolic; contains J-domain (pfam00226) at N-terminus",80,48,0.736965594166206,0.00168709251004606
Cre09.g389600,Cre09.g389600.t1.2,,"","",42,44,-0.0671141958585369,0.457105818541225
Cre09.g389700,Cre09.g389700.t1.1,,"","",101,50,1.01435529297707,9.64366074296397e-06
Cre09.g389750,Cre09.g389750.t1.2,,"","",31,20,0.632268215499513,0.0459572749079272
Cre09.g389850,Cre09.g389850.t1.2,,"","",165,85,0.956931278108114,1.18480075861349e-07
Cre09.g389900,Cre09.g389900.t1.2,HRP4,"hydroxyproline-rich glycoprotein","partial sequence similar to hydroxyproline-rich glycoprotein family in Arabidopsis thaliana; Genbank entry NM_113865",41,36,0.187627003175771,0.24719113684775
Cre09.g389950,Cre09.g389950.t1.1,OAT1,"O-acetyltransferase-related protein","similar to O-acetyltransferase-related protein of Arabidopsis thaliana; Genbank entry AY136339",121,64,0.918863237274595,8.59845281597771e-06
Cre09.g390000,Cre09.g390000.t1.1,_,"predicted protein","predicted protein, identified as ChromDB CHR3409",18,15,0.263034405833794,0.243425120832399
Cre09.g390050,Cre09.g390050.t1.1,MCP1,"molybdenum cofactor carrier protein","[PMID: 12519777]",555,882,-0.668290884320052,2.8881005392364e-18
Cre09.g390100,Cre09.g390100.t1.2,,"","",165,190,-0.203533394085132,0.101336464411089
Cre09.g390200,Cre09.g390200.t1.2,,"","",22,13,0.758991900496205,0.0447655394673347
Cre09.g390250,Cre09.g390250.t1.2,,"","",66,74,-0.165059246270496,0.277134457888158
Cre09.g390300,Cre09.g390300.t1.2,,"","",37,19,0.961525852185364,0.00522740916094611
Cre09.g390350,Cre09.g390350.t1.2,,"","",120,94,0.352301743930881,0.03234327885188
Cre09.g390423,Cre09.g390423.t1.1,,"","",1234,561,1.13726971854063,0
Cre09.g390500,Cre09.g390500.t1.1,,"","",19,15,0.341036917835067,0.195764152565971
Cre09.g390550,Cre09.g390550.t1.2,,"","",64,39,0.714597781137752,0.0050316666327932
Cre09.g390600,Cre09.g390600.t1.2,,"","",36,21,0.777607578663552,0.0165719838937528
Cre09.g390650,Cre09.g390650.t1.2,,"","",142,139,0.0308060467811748,0.405726146556523
Cre09.g390750,Cre09.g390750.t1.2,,"","",95,74,0.360402242701998,0.0451452577292616
Cre09.g390800,Cre09.g390800.t1.1,,"","",196,106,0.886789389552009,6.60346946013135e-08
Cre09.g390850,Cre09.g390850.t1.2,,"","",65,38,0.774440299584869,0.00276794955209614
Cre09.g390900,Cre09.g390900.t1.2,,"","",19,13,0.547487795302493,0.107663574861363
Cre09.g390950,Cre09.g390950.t1.2,,"","",54,21,1.36257007938471,3.24745009827598e-05
Cre09.g391000,Cre09.g391000.t1.2,,"","",51,23,1.14886338591448,0.000321403674525378
Cre09.g391050,Cre09.g391050.t1.2,,"","",22,15,0.552541023028779,0.0938707794994115
Cre09.g391100,Cre09.g391100.t1.1,,"","",59,48,0.297680548640685,0.122945657306342
Cre09.g391370,Cre09.g391370.t1.1,,"","",17,20,-0.234465253637023,0.371414679364534
Cre09.g391450,Cre09.g391450.t1.1,HCP1,"hybrid-cluster protein","Prismane/CO dehydrogenase family",1187,747,0.66813978685267,0
Cre09.g391500,Cre09.g391500.t1.2,,"","",25,20,0.321928094887362,0.185649017235505
Cre09.g391600,Cre09.g391600.t1.2,,"","",39,27,0.53051471669878,0.0544284822048581
Cre09.g391650,Cre09.g391650.t1.1,HCP4,"hybrid-cluster protein","Prismane/CO dehydrogenase family",2147,2443,-0.186331672408483,6.63226579702063e-06
Cre09.g391700,Cre09.g391700.t1.1,,"","",280,236,0.246639967583125,0.0237422994551031
Cre09.g391750,Cre09.g391750.t1.2,,"","",286,132,1.11547721741994,8.54871728961371e-15
Cre09.g391753,Cre09.g391753.t1.1,,"","",37,16,1.20945336562895,0.00109509344194603
Cre09.g391786,Cre09.g391786.t1.2,,"","",105,55,0.932885804141463,2.39976786550189e-05
Cre09.g391800,Cre09.g391800.t1.1,,"","",27,29,-0.103093492964104,0.446926547417511
Cre09.g391900,Cre09.g391900.t1.2,TRXH,"Thioredoxin h1","Thioredoxin h1, cytosolic. This protein was previously named Ch1 [PMID: 2040309, PMID: 2191628, PMID: 11538123, PMID: 7632918]. mRNA level regulated by light, circadian clock and heavy metals [PMID: 11898433; PMID: 10436225, PMID: 10398712, PMID: 11538123]. 3D structure determined by X-ray crystallography and RMN [PMID: 7744070, PMID: 9030762, PMID: 11563970, 9030762, PMID: 11582571]. Many biochemical studies including analysis of denaturation and aggregation properties [PMID: 14674763, PMID: 10998255, PMID: 10669795, PMID: 9692918, PMID: 15317583]. A deletion mutant called Ble-1 exhibits defects in the response to alkylation-induced DNA damage [PMID: 15701788]. Used as a bait to identify many potential thioredoxin targets [PMID: 15123830, PMID: 11784321].",3021,3408,-0.173899151497897,7.34192082385674e-07
Cre09.g391950,Cre09.g391950.t1.1,,"","",58,40,0.53605290024021,0.0271952791385441
Cre09.g392000,Cre09.g392000.t1.2,,"","",29,22,0.398549376490275,0.131218767855522
Cre09.g392050,Cre09.g392050.t1.2,,"","",449,258,0.799344379317893,1.85629289717326e-13
Cre09.g392100,Cre09.g392100.t1.2,,"","",69,56,0.301169534720565,0.105163627398044
Cre09.g392150,Cre09.g392150.t1.1,,"","",30,3,3.32192809488736,6.54254108667374e-08
Cre09.g392188,Cre09.g392188.t1.1,,"","",36,15,1.26303440583379,0.000884598591893493
Cre09.g392250,Cre09.g392250.t1.2,,"","",51,68,-0.415037499278844,0.0710660140375293
Cre09.g392300,Cre09.g392300.t1.2,,"","",32,36,-0.169925001442312,0.358150380077168
Cre09.g392350,Cre09.g392350.t1.1,_,"glycine-rich RNA-binding protein","Protein similar to glycine-rich RNA-binding protein; found in the flagellar proteome [PMID: 15998802]",5959,9810,-0.719182888992965,8.36863344407811e-209
Cre09.g392400,Cre09.g392400.t1.2,,"","",17,35,-1.04182017569463,0.00876661764954244
Cre09.g392450,Cre09.g392450.t1.2,SEC24C,"COP-II coat subunit","Hypothetical Conserved Protein. Similar to SEC24 component of COP-II vesicle coat complex involved in ER-to-Golgi transport. Part of Sec23/24 sub-complex.",67,61,0.135351852894886,0.268134357035553
Cre09.g392500,Cre09.g392500.t1.1,,"","",328,310,0.0814275993438462,0.225973116383738
Cre09.g392650,Cre09.g392650.t1.1,MOT39,"predicted protein","identified by comparative genomics as being present only in organisms having motile (MOT) cilia",22,19,0.211504105193712,0.266354627618057
Cre09.g392750,Cre09.g392750.t1.1,,"","",354,160,1.14567745519564,0
Cre09.g392800,Cre09.g392800.t1.2,,"","",32,30,0.0931094043914815,0.351768335677637
Cre09.g392950,Cre09.g392950.t1.1,,"","",31,35,-0.175086706558091,0.356115441318675
Cre09.g393000,Cre09.g393000.t1.2,,"","",15,37,-1.30256277002043,0.00159262672388838
Cre09.g393050,Cre09.g393050.t1.1,,"","",25,27,-0.111031312388744,0.444941982638268
Cre09.g393150,Cre09.g393150.t1.1,FOX1,"multicopper ferroxidase","(FLP1); iron-deficiency inducible; plasma membrane localized [PMID: 12481087]",94,182,-0.953205788521059,6.45407579186471e-08
Cre09.g393200,Cre09.g393200.t1.1,HSP70C,"Heat shock protein 70C","HSP70C is one of 9 genes encoding HSP70-like proteins in Chlamydomonas; HSP70C is localized to mitochondria; it is inducible by heat shock and light; PMID: 2779571, 16143837",316,536,-0.76230844228067,2.27201345541609e-14
Cre09.g393250,Cre09.g393250.t1.2,,"","",40,20,1,0.00310880132966329
Cre09.g393350,Cre09.g393350.t1.1,,"","",91,63,0.53051471669878,0.00957509446396454
Cre09.g393400,Cre09.g393400.t1.1,VTE4,"gamma-tocopherol methyltransferase","gamma-tocopherol methyltransferase, chloroplast precursor (EC 2.1.1.95) (TMT)",216,164,0.397335497545385,0.00323773866508215
Cre09.g393450,Cre09.g393450.t1.2,,"","",47,18,1.38466385023533,7.60532879240383e-05
Cre09.g393500,Cre09.g393500.t1.1,,"","",32,51,-0.672425341971496,0.0237624446282659
Cre09.g393550,Cre09.g393550.t1.2,,"","",46,51,-0.148863385914483,0.342429388607202
Cre09.g393600,Cre09.g393600.t1.1,,"","",44,23,0.935869662580284,0.00337072368155156
Cre09.g393650,Cre09.g393650.t1.1,_,"protein kinase","putative protein kinase, similar to Raf-related MAP kinase kinase kinase (MAP3K), theta-type",189,253,-0.420751150473237,0.00134483036280364
Cre09.g393700,Cre09.g393700.t1.2,MMP3,"matrix metalloproteinase","Matrix Metalloprotease -like protein. Homology to MMP1 and MMP2",293,198,0.565400234342638,6.94257241951046e-06
Cre09.g393750,Cre09.g393750.t1.2,,"","",25,21,0.251538766995964,0.230695591068383
Cre09.g393800,Cre09.g393800.t1.2,,"","",17,18,-0.082462160191973,0.5
Cre09.g393850,Cre09.g393850.t1.2,PTK28,"Protein tyrosine kinase","Putative protein tyrosine kinase identified through multi-level HMM library for kinase classification (PMID: 17557329), MOT23; identified by comparative genomics as being present only in organisms having motile (MOT) cilia",45,97,-1.10805974585745,7.60970477214091e-06
Cre09.g393900,Cre09.g393900.t1.1,_,"bifunctional GTP cyclohydrolase II","Putative Bifunctional GTP cyclohydrolase II/3,4-dihydroxy-2butanone-4-phosphate synthase, riboflavin (vitamin B2) biosynthesis; RIBA",116,206,-0.828519532055646,3.00433871068624e-07
Cre09.g393950,Cre09.g393950.t1.1,,"","",20,14,0.514573172829758,0.114740506513044
Cre09.g394000,Cre09.g394000.t1.1,,"","",40,31,0.367731784500487,0.117548781204171
Cre09.g394050,Cre09.g394050.t1.1,CPLD19,"predicted protein","Conserved expressed protein in the zinc finger family",63,56,0.169925001442312,0.231744088311382
Cre09.g394100,Cre09.g394100.t1.1,AP1S1,"Sigma1-Adaptin","Expressed Protein. Sigma1-Adaptin. Clathrin Adaptor Complex Subunit, putative member of AP-1 complex",181,173,0.0652176594464807,0.316233541984136
Cre09.g394150,Cre09.g394150.t1.2,,"","",14,19,-0.440572591385981,0.243425120832399
Cre09.g394200,Cre09.g394200.t1.2,FAP102,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",4395,3313,0.407724961949752,0
Cre09.g394350,Cre09.g394350.t1.1,NUP155,"nuclear pore protein","Similar to nuclear pore protein NUP155",22,37,-0.750021746991652,0.0337223059503945
Cre09.g394400,Cre09.g394400.t1.2,,"","",39,28,0.478047296804644,0.0710356897131879
Cre09.g394450,Cre09.g394450.t1.1,RBP1,"RAN-binding protein","has guanine nucleotide dissociation inhibitory activity, specific for the GTP form of Ran; also functions to stimulate Ran GTPase activating protein(GAP)-mediated GTP hydrolysis by Ran",459,573,-0.320040985343097,0.000215139120466032
Cre09.g394550,Cre09.g394550.t1.1,RPPK2,"ribose-phosphate pyrophosphokinase","ribose-phosphate pyrophosphokinase (RPPK) = phosphoribosylpyrophosphate synthetase (P-Rib-PP synthetase) (PRPP synthetase); normally a highly regulated enzyme; PRPP is an essential precursor for purines and for histidine",234,194,0.270451877396277,0.0236869356043169
Cre09.g394600,Cre09.g394600.t1.1,,"","",30,14,1.09953567355091,0.00477993942831745
Cre09.g394650,Cre09.g394650.t1.1,,"","",180,182,-0.0159415438690215,0.479046534863357
Cre09.g394700,Cre09.g394700.t1.2,,"","",20,26,-0.37851162325373,0.230695591068383
Cre09.g394750,Cre09.g394750.t1.1,PRPS1,"Plastid ribosomal protein S1","Chloroplast Ribosomal Protein S1, imported to chloroplast; Chloroplast Small Ribosomal Subunit Protein S1",1794,2629,-0.551334251698784,1.40051327290756e-36
Cre09.g394800,Cre09.g394800.t1.2,MITC16,"mitochondrial substrate carrier","possible ADP,ATP carrier protein",34,33,0.0430687218918859,0.403597345683513
Cre09.g394850,Cre09.g394850.t1.1,TEF24,"LrgB-like protein","LrgB-like protein, mitochondrial localization assumed; present in thylakoid-enriched fraction based on mass spectrometric peptide identification [PMID: 17078018]",313,331,-0.0806685598745994,0.251478026106965
Cre09.g394900,Cre09.g394900.t1.2,,"","",16,18,-0.169925001442312,0.432083120220341
Cre09.g395100,Cre09.g395100.t1.1,MPK4,"Map Kinase Phosphatase 4","DSP4 (Dual Specificity Protein Phosphatase 4) Dephosphorylates and inactivates MAP kinases; Dephosphorylates phosphotyrosine, phosphoserine, and phosphothreonine residues; linked to related MKP3",506,518,-0.0338147129922437,0.365526444442218
Cre09.g395150,Cre09.g395150.t1.1,MKP3,"MAP Kinase Phosphatase 3","Map Kinase Phosphatase 3 (Dual Specificity Protein Phosphatase 3) (DSP3);Map Kinase Phosphatase 3 (Dual Specificity Protein Phosphatase 3) (DSP3);Map Kinase Phosphatase 3 (Dual Specificity Protein Phosphatase 3) (DSP3)Dephosphorylates and Inactivates MAP Kinases",136,64,1.08746284125034,8.95160572333964e-08
Cre09.g395200,Cre09.g395200.t1.2,,"","",26,19,0.452512204697507,0.116346595954155
Cre09.g395250,Cre09.g395250.t1.2,FAP36,"Flagellar Associated Protein","Alanine rich protein, found in flagellar proteome [PMID: 15998802]; MOT5; identified by comparative genomics as being present only in organisms having motile (MOT) cilia",174,164,0.0853914912306447,0.274844646678818
Cre09.g395300,Cre09.g395300.t1.1,,"","",25,11,1.18442457113743,0.00566549209179357
Cre09.g395350,Cre09.g395350.t1.2,ASA9,"mitochondrial F1F0 ATP synthase associated 12.0 kDa protein","putative mitochondrial ATP synthase associated protein 9; found in mitochondrial membrane proteome (ObsMass=998 kDa) and in soluble fraction (< 25kDa) by Atteia et al; appears resistant to NaOH and NaCl extraction; N-terminal Met removed, N-terminally acetylated; unknown function; also found in thylakoid proteome (Allmer, Naumann, Markert, Zhang and Hippler)",3643,3882,-0.0916731229708816,0.00303647110396561
Cre09.g395400,Cre09.g395400.t1.2,,"","",61,50,0.286881147788162,0.127302561546897
Cre09.g395500,Cre09.g395500.t1.1,,"","",117,102,0.197939377611909,0.139793620531866
Cre09.g395600,Cre09.g395600.t1.2,,"","",33,49,-0.570315724756755,0.0485154556486494
Cre09.g395650,Cre09.g395650.t1.1,_,"predicted protein","Expressed protein of unknown function; not conserved, shows a Rieske-like domain but without any of the conserved Cys and His involved in the coordination of the [2Fe-2S] centre",357,461,-0.368842676400238,0.000155640033364846
Cre09.g395750,Cre09.g395750.t1.2,,"","",29,17,0.770518153877233,0.0270380159294348
Cre09.g395800,Cre09.g395800.t1.1,,"","",211,197,0.0990473692508089,0.228879480578742
Cre09.g395900,Cre09.g395900.t1.1,,"","",282,415,-0.557416173835494,2.66007429755917e-07
Cre09.g395950,Cre09.g395950.t1.1,AOX1,"alternative oxidase, isoform 1","alternative oxidase, mitochondrial precursor see gi|9027543|gb|AAC05743.2|[9027543], [PMID: 11405094]",4013,2180,0.880353021115707,0
Cre09.g396000,Cre09.g396000.t1.1,NAR5,"nitrate transporter","high affinity nitrite transporter and low affinity nitrate transporter (system III), also called NRT2.3; [PMID: 11289304]",23,14,0.716207033999409,0.0494358747964724
Cre09.g396050,Cre09.g396050.t1.2,,"","",25,26,-0.0565835283663674,0.5
Cre09.g396100,Cre09.g396100.t1.1,PHC15,"cell wall protein pherophorin-C15","Pherophorin-C15 (PHC15) [PMID: 16367971]; partial sequence similar to extracellular matrix protein (cell wall protein) pherophorin-C2 [Genbank entry DQ196108], which belongs to the large pherophorin-family, a family of glycoproteins with a central hydroxyproline-rich (HR) domain.",3817,2494,0.613977721385888,0
Cre09.g396150,Cre09.g396150.t1.2,,"","",25,26,-0.0565835283663674,0.5
Cre09.g396200,Cre09.g396200.t1.1,,"","",235,190,0.306661338234052,0.012771997527929
Cre09.g396202,Cre09.g396202.t1.1,,"","",2332,1899,0.296327883050999,1.21171961353639e-11
Cre09.g396250,Cre09.g396250.t1.1,VTE5,"phytol kinase-related protein","related to VTE5 in Arabidopsis, PMID: 16361393",93,159,-0.773724144176324,1.92340235952001e-05
Cre09.g396300,Cre09.g396300.t1.1,PPX1,"protoporphyrinogen oxidase","Protoporphyrinogen oxidase, chloroplast precursor (PPO I) [GI:3928794; PMID: 9862501; PMID: 16306143]; Protoporphyrinogen IX oxidase isozyme I (PPX I); similar to Bacillus subtilis HEMY type protoporphyrinogen oxidase; [PMID: 1459957, PMID: 7928957]",397,594,-0.581323923657808,2.10276647106381e-10
Cre09.g396350,Cre09.g396350.t1.1,MITC3,"mitochondrial carrier protein","_",136,23,2.56390088519333,0
Cre09.g396400,Cre09.g396400.t1.1,UBQ2,"bi-ubiquitin","post-translationally modifies protein to tag them for proteasome-mediated degradation, internalization etc..; contains two ubiquitin domains in tandem",626,719,-0.19982911350668,0.00604688030980909
